"","TO1000ID","TO1000Chr","TO1000Strand","TO1000Start","TO1000Stop","TO1000_tName","TO1000Exons","TO1000Length","TO1000GeneID","TO1000GeneName","TO1000Cov","TO1000FPKM","TO1000TPM","R500_tName","BlockSize","R500ID","R500Chr","R500Strand","R500Start","R500Stop","R500Exons","R500Length","R500GeneID","R500GeneName","R500Cov","R500FPKM","R500TPM","Generation","SumTPM","L2FC","Bias","R500TPMRatio","TO1000TPMRatio","R500RollMeanTPM","TO1000RollMeanTPM"
"102",35,"C1","-",5955533,5959095,"Bo1g017310.1",10,2415,"Bo1g017310",".",75.184692,58.858551,52.046787,"maker-A01-augustus-gene-4.55-mRNA-1",1480,39,"1","-",392572,395160,8,2001,"maker-A01-augustus-gene-4.55",".",4.71656,11.399072,24.757456,"S5",76.804243,1.04227526186092,"Nonbiased",0.322344899617069,0.677655100382931,0.674294313289467,0.325705686710533
"103",37,"C1","+",5969146,5972207,"Bo1g017330.1",3,2091,"Bo1g017330",".",3.790053,2.967054,2.623673,"maker-A01-augustus-gene-4.50-mRNA-1",2850,41,"1","+",405399,408945,3,2896,"maker-A01-augustus-gene-4.50",".",2.143949,5.181537,11.253694,"S5",13.877367,-1.75769205213825,"Nonbiased",0.810938703285717,0.189061296714283,0.671806066405134,0.328193933594866
"104",38,"C1","-",5975483,5977907,"Bo1g017340.1",4,2214,"Bo1g017340",".",11.992775,9.388577,8.302028,"maker-A01-augustus-gene-4.58-mRNA-1",3160,42,"1","-",411261,415276,5,3541,"maker-A01-augustus-gene-4.58",".",8.406082,20.315979,44.12394,"S5",52.425968,-2.27827585462296,"Nonbiased",0.84164282860738,0.15835717139262,0.666241965148808,0.333758034851192
"105",40,"C1","-",5987907,5990779,"Bo1g017370.1",14,1458,"Bo1g017370",".",12.530176,9.809284,8.674045,"snap_masked-A01-processed-gene-4.40-mRNA-1",1900,44,"1","-",422678,426007,14,2023,"snap_masked-A01-processed-gene-4.40",".",5.195903,12.557557,27.273552,"S5",35.947597,-1.54726198622562,"Nonbiased",0.758703064352257,0.241296935647743,0.658937626101614,0.341062373898386
"106",44,"C1","-",6032269,6033840,"Bo1g017410.1",3,912,"Bo1g017410",".",8.230263,6.443085,5.69742,"maker-A01-augustus-gene-4.61-mRNA-1",1290,48,"1","-",461988,465823,3,2429,"maker-A01-augustus-gene-4.61",".",1.523672,3.682439,7.997829,"S5",13.695249,-0.425971506032723,"Nonbiased",0.583985658092087,0.416014341907913,0.653940342247728,0.346059657752272
"107",47,"C1","-",6044990,6046635,"Bo1g017440.1",3,1068,"Bo1g017440",".",9.049625,7.084525,6.264625,"maker-A01-augustus-gene-4.63-mRNA-1",1530,50,"1","-",476327,479165,3,2248,"maker-A01-augustus-gene-4.63",".",4.948852,11.960481,25.976768,"S5",32.241393,-1.89275728101302,"Nonbiased",0.805696205495836,0.194303794504164,0.647605533115931,0.352394466884069
"108",49,"C1","-",6067390,6069326,"Bo1g017500.1",8,1326,"Bo1g017500",".",3.833333,3.000936,2.653634,"snap_masked-A01-processed-gene-5.18-mRNA-1",1190,53,"1","-",489381,493204,9,2588,"snap_masked-A01-processed-gene-5.18",".",3.836679,9.272559,20.138918,"S5",22.792552,-2.53249750851829,"Nonbiased",0.883574511533417,0.116425488466583,0.642143847831076,0.357856152168924
"109",53,"C1","-",6094553,6095353,"Bo1g017580.1",1,801,"Bo1g017580",".",4.09613,3.206667,2.835556,"snap_masked-A01-processed-gene-5.28-mRNA-1",776,57,"1","-",566411,567325,1,915,"snap_masked-A01-processed-gene-5.28",".",1.64153,3.967281,8.616472,"S5",11.452028,-1.32607198365925,"Nonbiased",0.752397042689731,0.247602957310269,0.645616166741038,0.354383833258962
"110",55,"C1","-",6108659,6110498,"Bo1g017600.1",9,699,"Bo1g017600",".",102.226036,80.027939,70.766228,"maker-A01-augustus-gene-5.41-mRNA-1",1050,59,"1","-",578064,580000,9,1187,"maker-A01-augustus-gene-5.41",".",2.959562,7.152726,15.534887,"S5",86.301115,2.11779190917935,"Nonbiased",0.180007952388564,0.819992047611436,0.634243899625717,0.365756100374283
"111",56,"C1","+",6110856,6112758,"Bo1g017610.1",7,1239,"Bo1g017610",".",160.303497,125.494049,110.97049,"maker-A01-augustus-gene-5.35-mRNA-1",1490,60,"1","+",580298,582387,7,1467,"maker-A01-augustus-gene-5.35",".",5.272023,12.741526,27.673109,"S5",138.643599,1.96534830948785,"Nonbiased",0.199598893851565,0.800401106148435,0.639826159909022,0.360173840090978
"112",57,"C1","-",6113161,6114675,"Bo1g017620.1",8,609,"Bo1g017620",".",74.052544,57.972244,51.263054,"maker-A01-augustus-gene-5.42-mRNA-1",903,61,"1","-",580863,584478,8,2920,"maker-A01-augustus-gene-5.42",".",17.207384,41.587135,90.322411,"S5",141.585465,-0.805177517371346,"Nonbiased",0.637935617190649,0.362064382809351,0.639812220222727,0.360187779777273
"113",60,"C1","-",6128532,6131046,"Bo1g017650.1",8,1488,"Bo1g017650",".",14.26008,11.163545,9.871575,"maker-A01-augustus-gene-6.55-mRNA-1",2200,64,"1","-",601646,605202,8,2478,"maker-A01-augustus-gene-6.55",".",6.179457,14.934629,32.436275,"S5",42.30785,-1.62085316818619,"Nonbiased",0.766672733310721,0.233327266689279,0.641175367762833,0.358824632237167
"114",64,"C1","+",6184929,6188022,"Bo1g017720.1",9,1524,"Bo1g017720",".",23.330667,18.264479,16.150711,"maker-A01-augustus-gene-6.52-mRNA-1",960,68,"1","+",639933,641422,4,1243,"maker-A01-augustus-gene-6.52",".",7.628432,18.436541,40.042015,"S5",56.192726,-1.25883317726885,"Nonbiased",0.71258360023324,0.28741639976676,0.63950202538025,0.36049797461975
"115",65,"C1","-",6200015,6200737,"Bo1g017730.1",2,540,"Bo1g017730",".",9.005556,7.050025,6.234118,"maker-A01-augustus-gene-6.58-mRNA-1",813,69,"1","-",642794,644172,3,940,"maker-A01-augustus-gene-6.58",".",2.140259,5.172619,11.234325,"S5",17.468443,-0.758045470365071,"Nonbiased",0.643121141363314,0.356878858636686,0.641366338347897,0.358633661652103
"116",69,"C1","-",6260664,6262220,"Bo1g017790.1",4,918,"Bo1g017790",".",4.076252,3.191105,2.821795,"maker-A01-augustus-gene-6.60-mRNA-1",1380,73,"1","-",685611,687485,4,1243,"maker-A01-augustus-gene-6.60",".",4.421004,10.684766,23.206068,"S5",26.027863,-2.6630464492432,"Nonbiased",0.891585605779468,0.108414394220532,0.6464584033873,0.3535415966127
"117",70,"C1","+",6263269,6264626,"Bo1g017800.1",7,855,"Bo1g017800",".",36.099415,28.26053,24.989908,"maker-A01-augustus-gene-7.49-mRNA-1",1150,74,"1","+",688145,689964,7,1320,"maker-A01-augustus-gene-7.49",".",1.843318,4.454966,9.675667,"S5",34.665575,1.28362531678629,"Nonbiased",0.27911456827126,0.720885431728739,0.658795222763927,0.341204777236073
"118",71,"C1","-",6265162,6266597,"Bo1g017810.1",2,1311,"Bo1g017810",".",5.244852,4.105947,3.630762,"maker-A01-augustus-gene-7.57-mRNA-1",1920,75,"1","-",689572,691898,2,2198,"maker-A01-augustus-gene-7.57",".",2.428713,5.86976,12.748434,"S5",16.379196,-1.5699457833012,"Nonbiased",0.778330877779349,0.221669122220651,0.673178856089337,0.326821143910663
"119",75,"C1","+",6324290,6325508,"Bo1g017890.1",3,966,"Bo1g017890",".",2.164596,1.69456,1.498447,"maker-A01-augustus-gene-7.52-mRNA-1",1340,79,"1","+",712854,714498,3,1399,"maker-A01-augustus-gene-7.52",".",5.657556,13.673289,29.696791,"S5",31.195238,-3.61898432677246,"Bna Biased",0.951965521147811,0.0480344788521889,0.670749163800853,0.329250836199147
"120",77,"C1","+",6351950,6352558,"Bo1g017920.1",1,609,"Bo1g017920",".",22.201971,17.380877,15.36937,"maker-A01-snap-gene-7.64-mRNA-1",934,81,"1","+",740365,742870,2,684,"maker-A01-snap-gene-7.64",".",8.078854,19.525127,42.4063,"S5",57.77567,-1.40690565236828,"Nonbiased",0.733981968534506,0.266018031465494,0.671574118640041,0.328425881359959
"121",78,"C1","+",6359952,6361920,"Bo1g017930.1",8,1008,"Bo1g017930",".",56.378971,44.136436,39.028481,"maker-A01-augustus-gene-7.54-mRNA-1",1500,82,"1","+",745676,748614,10,1951,"maker-A01-augustus-gene-7.54",".",12.74491,30.802141,66.898659,"S5",105.92714,-0.762356212091255,"Nonbiased",0.631553528208163,0.368446471791837,0.666562254299563,0.333437745700437
"122",80,"C1","+",6403176,6403751,"Bo1g017970.1",1,576,"Bo1g017970",".",51.399307,40.238094,35.581295,"augustus_masked-A01-processed-gene-7.8-mRNA-1",821,84,"1","+",764781,765341,1,561,"augustus_masked-A01-processed-gene-7.8",".",5.884135,14.220889,30.886114,"S5",66.467409,0.198177862987909,"Nonbiased",0.464680577514312,0.535319422485688,0.668833405635995,0.331166594364005
"123",81,"C1","-",6411420,6413180,"Bo1g017990.1",1,1761,"Bo1g017990",".",6.575809,5.147891,4.55212,"snap_masked-A01-processed-gene-7.47-mRNA-1",2620,85,"1","-",781174,783787,3,1917,"snap_masked-A01-processed-gene-7.47",".",5.17487,12.506724,27.163147,"S5",31.715267,-2.34269789742432,"Nonbiased",0.856469125736826,0.143530874263174,0.669873943435418,0.330126056564582
"124",82,"C1","+",6420011,6422112,"Bo1g018000.1",7,1215,"Bo1g018000",".",32.599998,25.521002,22.567429,"maker-A01-snap-gene-8.64-mRNA-1",813,86,"1","+",788036,790533,6,1140,"maker-A01-snap-gene-8.64",".",4.07813,9.856102,21.406303,"S5",43.973732,0.0728897554065896,"Nonbiased",0.486797504473807,0.513202495526193,0.676717049978668,0.323282950021332
"125",83,"C1","+",6438459,6440074,"Bo1g018010.1",4,684,"Bo1g018010",".",9.823099,7.690041,6.800064,"maker-A01-snap-gene-8.65-mRNA-1",1040,87,"1","+",794843,797104,4,1272,"maker-A01-snap-gene-8.65",".",3.323352,8.03194,17.444439,"S5",24.244503,-1.24162804262469,"Nonbiased",0.719521410688435,0.280478589311565,0.690439225956099,0.309560774043901
"126",84,"C1","-",6441707,6442627,"Bo1g018020.1",1,921,"Bo1g018020",".",5.177179,4.052969,3.583915,"augustus_masked-A01-processed-gene-8.6-mRNA-1",1390,88,"1","-",800131,801051,1,921,"augustus_masked-A01-processed-gene-8.6",".",6.068404,14.666235,31.853352,"S5",35.437267,-2.84138837760926,"Nonbiased",0.898865931167886,0.101134068832114,0.700021350782852,0.299978649217148
"127",86,"C1","+",6454426,6455302,"Bo1g018050.1",3,729,"Bo1g018050",".",62.36488,48.822525,43.172241,"maker-A01-augustus-gene-8.50-mRNA-1",863,90,"1","+",807479,809254,3,1625,"maker-A01-augustus-gene-8.50",".",9.706823,23.459637,50.951591,"S5",94.123832,-0.234027905057388,"Nonbiased",0.541325081197289,0.458674918802711,0.697662834503541,0.302337165496459
"128",88,"C1","+",6459810,6460939,"Bo1g018070.1",2,606,"Bo1g018070",".",6.893725,5.396772,4.772198,"maker-A01-augustus-gene-8.51-mRNA-1",781,92,"1","+",812874,814382,2,831,"maker-A01-augustus-gene-8.51",".",6.398438,15.463867,33.585716,"S5",38.357914,-2.58298363004389,"Nonbiased",0.875587655783367,0.124412344216633,0.698265200316963,0.301734799683037
"129",90,"C1","-",6515987,6518688,"Bo1g019150.1",9,1491,"Bo1g019150",".",12.560027,9.832653,8.69471,"maker-A01-augustus-gene-8.57-mRNA-1",2260,94,"1","-",826537,829764,9,2158,"maker-A01-augustus-gene-8.57",".",4.297573,10.386456,22.558172,"S5",31.252882,-1.28095794893158,"Nonbiased",0.721794937183713,0.278205062816287,0.698220311709042,0.301779688290958
"130",91,"C1","-",6522441,6525299,"Bo1g019160.1",10,1929,"Bo1g019160",".",10.974081,8.59109,7.596834,"maker-A01-augustus-gene-8.58-mRNA-1",2830,95,"1","-",834833,838098,10,2376,"maker-A01-augustus-gene-8.58",".",2.515512,6.079537,13.204046,"S5",20.80088,-0.72442458360681,"Nonbiased",0.634783047640292,0.365216952359708,0.690167314731809,0.309832685268191
"131",92,"C1","-",6576458,6579152,"Bo1g019180.1",9,1518,"Bo1g019180",".",9.698845,7.592768,6.714049,"maker-A01-augustus-gene-8.59-mRNA-1",2210,96,"1","-",854719,858773,10,2278,"maker-A01-augustus-gene-8.59",".",3.840075,9.280766,20.156744,"S5",26.870793,-1.45555740015531,"Nonbiased",0.750135807305724,0.249864192694276,0.688569530536009,0.311430469463991
"132",93,"C1","-",6604822,6607988,"Bo1g019190.1",5,1863,"Bo1g019190",".",43.955444,34.410645,30.428263,"augustus_masked-A01-processed-gene-8.16-mRNA-1",2790,97,"1","-",866289,870633,8,2522,"augustus_masked-A01-processed-gene-8.16",".",12.504855,30.221973,65.638603,"S5",96.066866,-1.08429561818865,"Nonbiased",0.683259543410108,0.316740456589892,0.678668264696564,0.321331735303436
"133",94,"C1","-",6622164,6625677,"Bo1g019220.1",3,3351,"Bo1g019220",".",8.66786,6.785659,6.000347,"maker-A01-augustus-gene-8.63-mRNA-1",3750,98,"1","-",877754,881630,3,3519,"maker-A01-augustus-gene-8.63",".",3.042868,7.354061,15.972164,"S5",21.972511,-1.27767218254717,"Nonbiased",0.726915735757283,0.273084264242717,0.678880977070614,0.321119022929386
"134",95,"C1","+",6633499,6637015,"Bo1g019230.1",8,2436,"Bo1g019230",".",3.3224,2.60095,2.299939,"snap_masked-A01-processed-gene-8.28-mRNA-1",2750,99,"1","+",884205,888350,8,3128,"snap_masked-A01-processed-gene-8.28",".",2.27808,5.505707,11.957754,"S5",14.257693,-1.97330441260446,"Nonbiased",0.838687857846287,0.161312142153713,0.678476585996612,0.321523414003388
"135",107,"C1","+",6862258,6863751,"Bo1g019480.1",7,945,"Bo1g019480",".",134.277252,105.119331,92.953751,"maker-A01-augustus-gene-10.58-mRNA-1",1320,111,"1","+",992150,994522,8,1710,"maker-A01-augustus-gene-10.58",".",5.693406,13.759933,29.88497,"S5",122.838721,1.60504583146965,"Nonbiased",0.243286235453396,0.756713764546604,0.692004676222543,0.307995323777457
"136",108,"C1","-",6863934,6864278,"Bo1g019490.1",1,345,"Bo1g019490",".",10.73913,8.407159,7.434189,"maker-A01-snap-gene-10.87-mRNA-1",492,112,"1","-",993368,994573,3,1022,"maker-A01-snap-gene-10.87",".",4.172792,10.084884,21.903191,"S5",29.33738,-1.44122736047884,"Nonbiased",0.746596696773877,0.253403303226123,0.706170326418073,0.293829673581927
"137",110,"C1","+",6870545,6871678,"Bo1g019510.1",1,1134,"Bo1g019510",".",10.495397,8.216352,7.265464,"maker-A01-snap-gene-10.77-mRNA-1",1640,114,"1","+",1000393,1001976,3,1329,"maker-A01-snap-gene-10.77",".",9.219708,22.282368,48.394703,"S5",55.660167,-2.57918862229487,"Nonbiased",0.86946744159068,0.13053255840932,0.710637691166562,0.289362308833438
"138",111,"C1","-",6885755,6886831,"Bo1g019520.1",1,1077,"Bo1g019520",".",18.155989,14.213468,12.568527,"augustus_masked-A01-processed-gene-10.11-mRNA-1",1510,115,"1","-",1007100,1008170,1,1071,"augustus_masked-A01-processed-gene-10.11",".",12.857959,31.075359,67.492058,"S5",80.060585,-2.33567259978753,"Nonbiased",0.843012301246612,0.156987698753388,0.714402114989127,0.285597885010873
"139",113,"C1","-",6898452,6898697,"Bo1g019560.1",1,246,"Bo1g019560",".",46.833332,36.663609,32.420486,"snap_masked-A01-processed-gene-10.39-mRNA-1",387,117,"1","-",1016752,1016997,1,246,"snap_masked-A01-processed-gene-10.39",".",27.001127,65.256836,141.730255,"S5",174.150741,-2.09448656172205,"Nonbiased",0.813836646264973,0.186163353735027,0.713501332365344,0.286498667634656
"140",115,"C1","-",6907818,6910863,"Bo1g019590.1",9,2388,"Bo1g019590",".",4.216897,3.30121,2.919157,"maker-A01-augustus-gene-10.69-mRNA-1",2200,119,"1","-",1027256,1031024,9,2782,"maker-A01-augustus-gene-10.69",".",4.24834,10.267469,22.299746,"S5",25.218903,-2.5716989545128,"Nonbiased",0.884247264839395,0.115752735160606,0.718178361607423,0.281821638392577
"141",117,"C1","+",6953511,6957927,"Bo1g019620.1",23,2100,"Bo1g019620",".",4.904716,3.839671,3.395302,"maker-A01-augustus-gene-10.62-mRNA-1",3060,121,"1","+",1051205,1057141,23,3550,"maker-A01-augustus-gene-10.62",".",414.422211,1001.583496,2175.32251,"S5",2178.717812,-8.95171435462311,"Bna Biased",0.998441605433572,0.00155839456642768,0.715637831383621,0.284362168616379
"142",121,"C1","+",6990818,6993373,"Bo1g019660.1",12,1209,"Bo1g019660",".",10.15766,7.951952,7.031665,"maker-A01-augustus-gene-11.44-mRNA-1",1460,125,"1","+",1100279,1104867,10,3591,"maker-A01-augustus-gene-11.44",".",2.625135,6.344476,13.779463,"S5",20.811128,-0.879822850282449,"Nonbiased",0.66211994851985,0.33788005148015,0.726761779890256,0.273238220109744
"143",124,"C1","+",7021311,7024084,"Bo1g019690.1",5,1815,"Bo1g019690",".",10.81708,8.468182,7.48815,"maker-A01-augustus-gene-11.46-mRNA-1",2660,128,"1","+",1130702,1134282,5,2590,"maker-A01-augustus-gene-11.46",".",6.19214,14.965282,32.50285,"S5",39.991,-1.98076177063442,"Nonbiased",0.812754119676927,0.187245880323073,0.727328624599275,0.272671375400725
"144",125,"C1","+",7026360,7028172,"Bo1g019700.1",4,720,"Bo1g019700",".",37.076508,29.02545,25.666304,"augustus_masked-A01-processed-gene-11.4-mRNA-1",598,129,"1","+",1135447,1138257,5,1444,"augustus_masked-A01-processed-gene-11.4",".",2.581949,6.240103,13.552777,"S5",39.219081,0.873723400146135,"Nonbiased",0.345565899415134,0.654434100584866,0.722516164910173,0.277483835089827
"145",130,"C1","+",7075462,7076999,"Bo1g019750.1",2,1419,"Bo1g019750",".",3.085845,2.415762,2.136184,"maker-A01-augustus-gene-11.49-mRNA-1",2060,134,"1","+",1171145,1173576,2,2314,"maker-A01-augustus-gene-11.49",".",7.320197,17.691591,38.424076,"S5",40.56026,-3.65199483230631,"Bna Biased",0.947333079225824,0.0526669207741765,0.708894197169709,0.291105802830291
"146",131,"C1","+",7078644,7081596,"Bo1g019760.1",11,1989,"Bo1g019760",".",10.309201,8.070587,7.136569,"maker-A01-augustus-gene-11.50-mRNA-1",3030,135,"1","+",1174091,1178171,12,2922,"maker-A01-augustus-gene-11.50",".",1.136607,2.746974,5.966106,"S5",13.102675,0.224068146200519,"Nonbiased",0.455334960227587,0.544665039772413,0.696263126605546,0.303736873394454
"147",134,"C1","-",7103144,7105534,"Bo1g019820.1",1,2391,"Bo1g019820",".",2.34588,1.836479,1.623941,"maker-A01-snap-gene-12.69-mRNA-1",2670,138,"1","+",1193237,1196106,2,2819,"maker-A01-snap-gene-12.69",".",4.597829,11.112122,24.134232,"S5",25.758173,-3.25984642075071,"Nonbiased",0.936954340666941,0.0630456593330591,0.688569547393238,0.311430452606762
"148",136,"C1","+",7131627,7133968,"Bo1g019860.1",8,1146,"Bo1g019860",".",16.63089,13.019539,11.512774,"maker-A01-augustus-gene-12.56-mRNA-1",1700,140,"1","+",1208087,1211144,8,1879,"maker-A01-augustus-gene-12.56",".",4.286486,10.359662,22.499977,"S5",34.012751,-0.909257683791801,"Nonbiased",0.661515941477359,0.338484058522641,0.684531485787982,0.315468514212018
"149",137,"C1","+",7134877,7135814,"Bo1g019870.1",5,549,"Bo1g019870",".",452.227661,354.02771,313.055695,"snap_masked-A01-processed-gene-12.28-mRNA-1",813,141,"1","+",1211412,1212972,4,1242,"snap_masked-A01-processed-gene-12.28",".",48.713608,117.731979,255.700134,"S5",568.755829,0.290936381997632,"Nonbiased",0.449578045555292,0.550421954444708,0.687153171190326,0.312846828809674
"150",138,"C1","+",7137283,7139895,"Bo1g019890.1",1,2613,"Bo1g019890",".",2.919633,2.285643,2.021123,"maker-A01-augustus-gene-12.63-mRNA-1",3730,142,"1","-",1211986,1218571,4,6297,"maker-A01-augustus-gene-12.63",".",11.09647,26.818159,58.245918,"S5",60.267041,-4.29355892950793,"Bna Biased",0.966463875337765,0.0335361246622345,0.687879553931929,0.312120446068071
