"","TO1000ID","TO1000Chr","TO1000Strand","TO1000Start","TO1000Stop","TO1000_tName","TO1000Exons","TO1000Length","TO1000GeneID","TO1000GeneName","TO1000Cov","TO1000FPKM","TO1000TPM","R500_tName","BlockSize","R500ID","R500Chr","R500Strand","R500Start","R500Stop","R500Exons","R500Length","R500GeneID","R500GeneName","R500Cov","R500FPKM","R500TPM","Generation","SumTPM","L2FC","Bias","R500TPMRatio","TO1000TPMRatio","R500RollMeanTPM","TO1000RollMeanTPM"
"135",109,"C1","+",6865326,6867651,"Bo1g019500.1",7,1761,"Bo1g019500",".",0,0,0,"maker-A01-augustus-gene-10.59-mRNA-1",1690,113,"1","+",995345,998008,7,2075,"maker-A01-augustus-gene-10.59",".",3.930122,7.513917,17.188896,"S5",17.188896,-4.18498607417908,"Bna Biased",1,0,0.993259436066054,0.00674056393394601
"136",110,"C1","+",6870545,6871678,"Bo1g019510.1",1,1134,"Bo1g019510",".",0.342981,0.2328,0.203487,"maker-A01-snap-gene-10.77-mRNA-1",1640,114,"1","+",1000393,1001976,3,1329,"maker-A01-snap-gene-10.77",".",20.457832,39.1129,89.474968,"S5",89.678455,-6.23222622923536,"Bna Biased",0.997730926564246,0.00226907343575444,0.99331413653963,0.00668586346037042
"137",111,"C1","-",6885755,6886831,"Bo1g019520.1",1,1077,"Bo1g019520",".",0.278552,0.189069,0.165262,"augustus_masked-A01-processed-gene-10.11-mRNA-1",1510,115,"1","-",1007100,1008170,1,1071,"augustus_masked-A01-processed-gene-10.11",".",33.03735,63.16341,144.493118,"S5",144.65838,-6.9641527333161,"Bna Biased",0.998857570505075,0.00114242949492452,0.993468970773328,0.00653102922667229
"138",112,"C1","-",6896468,6897341,"Bo1g019540.1",3,324,"Bo1g019540",".",0,0,0,"maker-A01-augustus-gene-10.67-mRNA-1",495,116,"1","-",1014620,1016458,3,1305,"maker-A01-augustus-gene-10.67",".",15.504252,29.642254,67.809845,"S5",67.809845,-6.10454308883443,"Bna Biased",1,0,0.993329896565171,0.00667010343482854
"139",113,"C1","-",6898452,6898697,"Bo1g019560.1",1,246,"Bo1g019560",".",0,0,0,"snap_masked-A01-processed-gene-10.39-mRNA-1",387,117,"1","-",1016752,1016997,1,246,"snap_masked-A01-processed-gene-10.39",".",31.166666,59.586895,136.311432,"S5",136.311432,-7.10130793327228,"Bna Biased",1,0,0.994077378051337,0.00592262194866293
"140",115,"C1","-",6907818,6910863,"Bo1g019590.1",9,2388,"Bo1g019590",".",0.351535,0.238606,0.208562,"maker-A01-augustus-gene-10.69-mRNA-1",2200,119,"1","-",1027256,1031024,9,2782,"maker-A01-augustus-gene-10.69",".",12.666449,24.216717,55.39835,"S5",55.606912,-5.54428956421416,"Bna Biased",0.996249351159798,0.00375064884020174,0.994584161672239,0.00541583832776077
"141",117,"C1","+",6953511,6957927,"Bo1g019620.1",23,2100,"Bo1g019620",".",0,0,0,"maker-A01-augustus-gene-10.62-mRNA-1",3060,121,"1","+",1051205,1057141,23,3550,"maker-A01-augustus-gene-10.62",".",1019.444153,1949.053711,4458.67041,"S5",4458.67041,-12.1227213769985,"Bna Biased",1,0,0.994584161672239,0.00541583832776077
"142",121,"C1","+",6990818,6993373,"Bo1g019660.1",12,1209,"Bo1g019660",".",0,0,0,"maker-A01-augustus-gene-11.44-mRNA-1",1460,125,"1","+",1100279,1104867,10,3591,"maker-A01-augustus-gene-11.44",".",5.352296,10.232942,23.408958,"S5",23.408958,-4.6093388037582,"Bna Biased",1,0,0.994636586088823,0.00536341391117667
"143",124,"C1","+",7021311,7024084,"Bo1g019690.1",5,1815,"Bo1g019690",".",0.351553,0.238619,0.208573,"maker-A01-augustus-gene-11.46-mRNA-1",2660,128,"1","+",1130702,1134282,5,2590,"maker-A01-augustus-gene-11.46",".",12.543313,23.981297,54.859798,"S5",55.068371,-5.53043383431504,"Bna Biased",0.996212471946918,0.0037875280530815,0.994979891955651,0.005020108044349
"144",125,"C1","+",7026360,7028172,"Bo1g019700.1",4,720,"Bo1g019700",".",0.831944,0.564687,0.493584,"augustus_masked-A01-processed-gene-11.4-mRNA-1",598,129,"1","+",1135447,1138257,5,1444,"augustus_masked-A01-processed-gene-11.4",".",4.851242,9.274987,21.217533,"S5",21.711117,-3.89484834800729,"Bna Biased",0.977265840352664,0.0227341596473364,0.995013004623139,0.0049869953768611
"145",130,"C1","+",7075462,7076999,"Bo1g019750.1",2,1419,"Bo1g019750",".",0,0,0,"maker-A01-augustus-gene-11.49-mRNA-1",2060,134,"1","+",1171145,1173576,2,2314,"maker-A01-augustus-gene-11.49",".",14.713483,28.130398,64.351318,"S5",64.351318,-6.03014442735626,"Bna Biased",1,0,0.993317377265217,0.00668262273478309
"146",131,"C1","+",7078644,7081596,"Bo1g019760.1",11,1989,"Bo1g019760",".",0,0,0,"maker-A01-augustus-gene-11.50-mRNA-1",3030,135,"1","+",1174091,1178171,12,2922,"maker-A01-augustus-gene-11.50",".",2.705096,5.171816,11.831086,"S5",11.831086,-3.68157137759153,"Bna Biased",1,0,0.993382102226246,0.00661789777375395
"147",134,"C1","-",7103144,7105534,"Bo1g019820.1",1,2391,"Bo1g019820",".",0.250941,0.170328,0.148881,"maker-A01-snap-gene-12.69-mRNA-1",2670,138,"1","+",1193237,1196106,2,2819,"maker-A01-snap-gene-12.69",".",14.061027,26.88298,61.497715,"S5",61.646596,-5.76550216602322,"Bna Biased",0.997584927479207,0.00241507252079255,0.993552329622581,0.00644767037741868
"148",136,"C1","+",7131627,7133968,"Bo1g019860.1",8,1146,"Bo1g019860",".",0.26178,0.177685,0.155311,"maker-A01-augustus-gene-12.56-mRNA-1",1700,140,"1","+",1208087,1211144,8,1879,"maker-A01-augustus-gene-12.56",".",8.261922,15.795794,36.134583,"S5",36.289894,-5.00641020736524,"Bna Biased",0.995720268568434,0.00427973143156604,0.993552329622581,0.00644767037741868
"149",137,"C1","+",7134877,7135814,"Bo1g019870.1",5,549,"Bo1g019870",".",9.726776,6.602104,5.770799,"snap_masked-A01-processed-gene-12.28-mRNA-1",813,141,"1","+",1211412,1212972,4,1242,"snap_masked-A01-processed-gene-12.28",".",95.482071,182.550156,417.60318,"S5",423.373979,-5.95011336951933,"Bna Biased",0.986369500049033,0.0136304999509665,0.993487018664471,0.00651298133552864
"150",138,"C1","+",7137283,7139895,"Bo1g019890.1",1,2613,"Bo1g019890",".",0,0,0,"maker-A01-augustus-gene-12.63-mRNA-1",3730,142,"1","-",1211986,1218571,4,6297,"maker-A01-augustus-gene-12.63",".",24.604942,47.041672,107.612892,"S5",107.612892,-6.76305154632943,"Bna Biased",1,0,0.993497106658852,0.00650289334114749
"151",141,"C1","-",7178714,7179853,"Bo1g019950.1",1,1140,"Bo1g019950",".",0,0,0,"maker-A01-snap-gene-12.86-mRNA-1",1690,145,"1","-",1229901,1239795,4,3374,"maker-A01-snap-gene-12.86",".",10.427474,19.936068,45.605904,"S5",45.605904,-5.54244082083972,"Bna Biased",1,0,0.991957377036974,0.00804262296302639
"152",142,"C1","-",7189319,7192440,"Bo1g019960.1",16,1800,"Bo1g019960",".",4.854836,3.295247,2.880326,"snap_masked-A01-processed-gene-12.50-mRNA-1",1230,146,"1","-",1252550,1256853,19,2719,"snap_masked-A01-processed-gene-12.50",".",21.717333,41.520908,94.983559,"S5",97.863885,-4.62853753955761,"Bna Biased",0.970568039476463,0.0294319605235374,0.991812151503436,0.00818784849656371
