"","TO1000ID","TO1000Chr","TO1000Strand","TO1000Start","TO1000Stop","TO1000_tName","TO1000Exons","TO1000Length","TO1000GeneID","TO1000GeneName","TO1000Cov","TO1000FPKM","TO1000TPM","R500_tName","BlockSize","R500ID","R500Chr","R500Strand","R500Start","R500Stop","R500Exons","R500Length","R500GeneID","R500GeneName","R500Cov","R500FPKM","R500TPM","Generation","SumTPM","L2FC","Bias","R500TPMRatio","TO1000TPMRatio","R500RollMeanTPM","TO1000RollMeanTPM"
"93",22,"C1","+",5794318,5795657,"Bo1g017070.1",8,501,"Bo1g017070",".",24.225548,16.765108,14.996861,"maker-A01-snap-gene-2.77-mRNA-1",625,26,"1","+",283768,286021,8,1468,"maker-A01-snap-gene-2.77",".",1.210332,2.33764,5.160073,"S5",20.156934,1.37676948580678,"Nonbiased",0.255994934547089,0.744005065452911,0.838713060399223,0.161286939600777
"94",24,"C1","-",5828291,5830640,"Bo1g017120.1",5,1086,"Bo1g017120",".",127.174042,88.009834,78.72728,"maker-A01-augustus-gene-3.57-mRNA-1",541,28,"1","-",312276,312931,2,569,"maker-A01-augustus-gene-3.57",".",45.03051,86.972107,191.980957,"S5",270.708237,-1.2753131364324,"Nonbiased",0.709180330556399,0.290819669443601,0.838713060399223,0.161286939600777
"95",25,"C1","-",5836905,5839800,"Bo1g017140.1",5,2526,"Bo1g017140",".",3.877276,2.683239,2.400234,"maker-A01-augustus-gene-3.58-mRNA-1",3560,29,"1","-",315651,321539,7,4777,"maker-A01-augustus-gene-3.58",".",9.985825,19.286661,42.573097,"S5",44.973331,-3.67973171841876,"Bna Biased",0.946629837136146,0.0533701628638537,0.835592102412093,0.164407897587907
"96",26,"C1","+",5848621,5849420,"Bo1g017150.1",3,432,"Bo1g017150",".",2032.301025,1406.438477,1258.098999,"maker-A01-augustus-gene-3.52-mRNA-1",637,30,"1","+",333263,334328,3,695,"maker-A01-augustus-gene-3.52",".",2066.957275,3992.129395,8812.168945,"S5",10070.267944,-2.80726913918216,"Nonbiased",0.875067971776303,0.124932028223697,0.830879078449074,0.169120921550926
"97",27,"C1","-",5849819,5850888,"Bo1g017160.1",5,528,"Bo1g017160",".",190.698883,131.971725,118.052422,"maker-A01-augustus-gene-3.59-mRNA-1",749,31,"1","-",333286,335900,6,1752,"maker-A01-augustus-gene-3.59",".",290.558136,561.18512,1238.751953,"S5",1356.804375,-3.38038262187511,"Nonbiased",0.912992304435929,0.0870076955640713,0.825013866212666,0.174986133787334
"98",30,"C1","-",5901607,5910755,"Bo1g017260.1",39,4518,"Bo1g017260",".",5.816259,4.025098,3.600564,"maker-A01-augustus-gene-3.62-mRNA-1",4570,34,"1","-",358383,367651,35,4857,"maker-A01-augustus-gene-3.62",".",3.017507,5.828025,12.864698,"S5",16.465262,-1.59153354962847,"Nonbiased",0.781323613313897,0.218676386686103,0.82365497114876,0.17634502885124
"99",31,"C1","-",5912137,5914847,"Bo1g017270.1",13,1209,"Bo1g017270",".",26.875107,18.598715,16.637074,"maker-A01-augustus-gene-3.63-mRNA-1",1770,35,"1","-",369156,372193,13,1566,"maker-A01-augustus-gene-3.63",".",0.207775,0.401297,0.885818,"S5",17.522892,3.22534888329739,"Nonbiased",0.0505520435781947,0.949447956421805,0.818940437760114,0.181059562239886
"100",34,"C1","-",5939308,5943351,"Bo1g017300.1",13,1743,"Bo1g017300",".",25.566561,17.693146,15.827017,"snap_masked-A01-processed-gene-3.50-mRNA-1",1510,38,"1","-",384196,388925,15,2177,"snap_masked-A01-processed-gene-3.50",".",8.421525,16.265366,35.903934,"S5",51.730951,-1.13299517098315,"Nonbiased",0.694051304024935,0.305948695975065,0.815917942720983,0.184082057279017
"101",35,"C1","-",5955533,5959095,"Bo1g017310.1",10,2415,"Bo1g017310",".",58.730003,40.643654,36.356895,"maker-A01-augustus-gene-4.55-mRNA-1",1480,39,"1","-",392572,395160,8,2001,"maker-A01-augustus-gene-4.55",".",9.481477,18.312563,40.422886,"S5",76.779781,-0.149053524697387,"Nonbiased",0.526478266459239,0.473521733540761,0.815299914394272,0.184700085605728
"102",37,"C1","+",5969146,5972207,"Bo1g017330.1",3,2091,"Bo1g017330",".",4.276423,2.959466,2.647326,"maker-A01-augustus-gene-4.50-mRNA-1",2850,41,"1","+",405399,408945,3,2896,"maker-A01-augustus-gene-4.50",".",5.722338,11.052147,24.396347,"S5",27.043673,-2.79970993584088,"Nonbiased",0.902109229023735,0.097890770976265,0.810891884529576,0.189108115470424
"103",38,"C1","-",5975483,5977907,"Bo1g017340.1",4,2214,"Bo1g017340",".",10.013098,6.929489,6.198623,"maker-A01-augustus-gene-4.58-mRNA-1",3160,42,"1","-",411261,415276,5,3541,"maker-A01-augustus-gene-4.58",".",17.887264,34.547535,76.259727,"S5",82.45835,-3.42392370991124,"Nonbiased",0.924827224895963,0.0751727751040374,0.809213831961334,0.190786168038666
"104",40,"C1","-",5987907,5990779,"Bo1g017370.1",14,1458,"Bo1g017370",".",10.092565,6.984483,6.247818,"snap_masked-A01-processed-gene-4.40-mRNA-1",1900,44,"1","-",422678,426007,14,2023,"snap_masked-A01-processed-gene-4.40",".",7.242526,13.988243,30.877447,"S5",37.125265,-2.13691745801057,"Nonbiased",0.831709807323934,0.168290192676066,0.807174102844584,0.192825897155416
"105",44,"C1","-",6032269,6033840,"Bo1g017410.1",3,912,"Bo1g017410",".",2.877193,1.99114,1.781131,"maker-A01-augustus-gene-4.61-mRNA-1",1290,48,"1","-",461988,465823,3,2429,"maker-A01-augustus-gene-4.61",".",4.392964,8.484588,18.728758,"S5",20.509889,-2.82655652894323,"Nonbiased",0.913157452973051,0.0868425470269488,0.803399940319829,0.196600059680172
"106",47,"C1","-",6044990,6046635,"Bo1g017440.1",3,1068,"Bo1g017440",".",9.817417,6.794069,6.077487,"maker-A01-augustus-gene-4.63-mRNA-1",1530,50,"1","-",476327,479165,3,2248,"maker-A01-augustus-gene-4.63",".",8.39888,16.22163,35.807392,"S5",41.884879,-2.37868643141725,"Nonbiased",0.85490021351142,0.14509978648858,0.801192842843483,0.198807157156517
"107",49,"C1","-",6067390,6069326,"Bo1g017500.1",8,1326,"Bo1g017500",".",3.80543,2.633519,2.355757,"snap_masked-A01-processed-gene-5.18-mRNA-1",1190,53,"1","-",489381,493204,9,2588,"snap_masked-A01-processed-gene-5.18",".",5.328368,10.291231,22.716715,"S5",25.072472,-2.82119404118283,"Nonbiased",0.906042092698319,0.0939579073016813,0.7985926647103,0.2014073352897
"108",55,"C1","-",6108659,6110498,"Bo1g017600.1",9,699,"Bo1g017600",".",62.771099,43.440262,38.858543,"maker-A01-augustus-gene-5.41-mRNA-1",1050,59,"1","-",578064,580000,9,1187,"maker-A01-augustus-gene-5.41",".",4.010952,7.746768,17.100105,"S5",55.958648,1.13889090796511,"Nonbiased",0.305584670308689,0.694415329691311,0.7999675797038,0.200032420296201
"109",56,"C1","+",6110856,6112758,"Bo1g017610.1",7,1239,"Bo1g017610",".",132.185623,91.478058,81.829704,"maker-A01-augustus-gene-5.35-mRNA-1",1490,60,"1","+",580298,582387,7,1467,"maker-A01-augustus-gene-5.35",".",19.158649,37.00309,81.680092,"S5",163.509796,0.00260823896185255,"Nonbiased",0.499542498358936,0.500457501641064,0.80005777196706,0.19994222803294
"110",57,"C1","-",6113161,6114675,"Bo1g017620.1",8,609,"Bo1g017620",".",43.834152,30.335093,27.135597,"maker-A01-augustus-gene-5.42-mRNA-1",903,61,"1","-",580863,584478,8,2920,"maker-A01-augustus-gene-5.42",".",50.173157,96.904633,213.905884,"S5",241.041481,-2.93323650256472,"Nonbiased",0.887423538523645,0.112576461476355,0.807217698193072,0.192782301806928
"111",60,"C1","-",6128532,6131046,"Bo1g017650.1",8,1488,"Bo1g017650",".",7.40141,5.12209,4.581854,"maker-A01-augustus-gene-6.55-mRNA-1",2200,64,"1","-",601646,605202,8,2478,"maker-A01-augustus-gene-6.55",".",4.980382,9.61913,21.233128,"S5",25.814982,-1.99389464217368,"Nonbiased",0.822511826659418,0.177488173340582,0.798888248444636,0.201111751555364
"112",61,"C1","-",6151731,6154828,"Bo1g017680.1",7,2439,"Bo1g017680",".",1.588493,1.099305,0.983359,"maker-A01-snap-gene-6.67-mRNA-1",3540,65,"1","-",608621,612661,9,3036,"maker-A01-snap-gene-6.67",".",2.256249,4.357728,9.619186,"S5",10.602545,-2.42065543959123,"Nonbiased",0.90725255115635,0.0927474488436503,0.797789724893391,0.202210275106609
"113",64,"C1","+",6184929,6188022,"Bo1g017720.1",9,1524,"Bo1g017720",".",18.814291,13.020288,11.647016,"maker-A01-augustus-gene-6.52-mRNA-1",960,68,"1","+",639933,641422,4,1243,"maker-A01-augustus-gene-6.52",".",10.805149,20.869106,46.066166,"S5",57.713182,-1.89589330776746,"Nonbiased",0.798191407987174,0.201808592012826,0.797307391802373,0.202692608197627
"114",69,"C1","-",6260664,6262220,"Bo1g017790.1",4,918,"Bo1g017790",".",0.748553,0.51803,0.463393,"maker-A01-augustus-gene-6.60-mRNA-1",1380,73,"1","-",685611,687485,4,1243,"maker-A01-augustus-gene-6.60",".",4.941908,9.544821,21.069099,"S5",21.532492,-3.91463856279309,"Bna Biased",0.978479360401016,0.0215206395989837,0.798363458543353,0.201636541456647
"115",70,"C1","+",6263269,6264626,"Bo1g017800.1",7,855,"Bo1g017800",".",21.267836,14.718245,13.165885,"maker-A01-augustus-gene-7.49-mRNA-1",1150,74,"1","+",688145,689964,7,1320,"maker-A01-augustus-gene-7.49",".",6.033593,11.653306,25.723337,"S5",38.889222,-0.915679435950453,"Nonbiased",0.661451571337683,0.338548428662317,0.799158294565147,0.200841705434853
"116",71,"C1","-",6265162,6266597,"Bo1g017810.1",2,1311,"Bo1g017810",".",2.427155,1.679694,1.502534,"maker-A01-augustus-gene-7.57-mRNA-1",1920,75,"1","-",689572,691898,2,2198,"maker-A01-augustus-gene-7.57",".",2.309937,4.461421,9.848077,"S5",11.350611,-2.11597774882685,"Nonbiased",0.867625275855194,0.132374724144806,0.799742038621721,0.200257961378279
"117",72,"C1","-",6271121,6273028,"Bo1g017820.1",1,1908,"Bo1g017820",".",0.77673,0.53753,0.480836,"snap_masked-A01-processed-gene-7.21-mRNA-1",841,76,"1","-",694488,696584,5,1491,"snap_masked-A01-processed-gene-7.21",".",4.027442,7.778617,17.170408,"S5",17.651244,-3.61710703571109,"Bna Biased",0.972759087121565,0.0272409128784351,0.809959405994644,0.190040594005356
"118",75,"C1","+",6324290,6325508,"Bo1g017890.1",3,966,"Bo1g017890",".",2.246377,1.554588,1.390623,"maker-A01-augustus-gene-7.52-mRNA-1",1340,79,"1","+",712854,714498,3,1399,"maker-A01-augustus-gene-7.52",".",11.37326,21.966358,48.488224,"S5",49.878847,-4.37162672782325,"Bna Biased",0.972119985050978,0.0278800149490224,0.823936009488046,0.176063990511954
"119",76,"C1","-",6331364,6332242,"Bo1g017900.1",1,879,"Bo1g017900",".",0,0,0,"augustus_masked-A01-processed-gene-7.13-mRNA-1",1320,80,"1","-",718917,719801,1,885,"augustus_masked-A01-processed-gene-7.13",".",2.707345,5.228977,11.542368,"S5",11.542368,-3.64873784967305,"Bna Biased",1,0,0.829743978404353,0.170256021595647
"120",77,"C1","+",6351950,6352558,"Bo1g017920.1",1,609,"Bo1g017920",".",16.839081,11.653358,10.424257,"maker-A01-snap-gene-7.64-mRNA-1",934,81,"1","+",740365,742870,2,684,"maker-A01-snap-gene-7.64",".",13.223721,25.540346,56.377392,"S5",66.801649,-2.32838205443891,"Nonbiased",0.843952100643504,0.156047899356496,0.825549126524216,0.174450873475784
"121",78,"C1","+",6359952,6361920,"Bo1g017930.1",8,1008,"Bo1g017930",".",34.765514,24.05921,21.521645,"maker-A01-augustus-gene-7.54-mRNA-1",1500,82,"1","+",745676,748614,10,1951,"maker-A01-augustus-gene-7.54",".",16.373672,31.624176,69.806747,"S5",91.328392,-1.65257463077198,"Nonbiased",0.764348801849046,0.235651198150954,0.826851705795559,0.173148294204441
"122",80,"C1","+",6403176,6403751,"Bo1g017970.1",1,576,"Bo1g017970",".",31.317709,21.673183,19.387274,"augustus_masked-A01-processed-gene-7.8-mRNA-1",821,84,"1","+",764781,765341,1,561,"augustus_masked-A01-processed-gene-7.8",".",10.959002,21.166258,46.722095,"S5",66.109369,-1.22698849448543,"Nonbiased",0.706739388179609,0.293260611820391,0.821450231803904,0.178549768196096
"123",81,"C1","-",6411420,6413180,"Bo1g017990.1",1,1761,"Bo1g017990",".",6.674049,4.618725,4.13158,"snap_masked-A01-processed-gene-7.47-mRNA-1",2620,85,"1","-",781174,783787,3,1917,"snap_masked-A01-processed-gene-7.47",".",13.293844,25.675783,56.676353,"S5",60.807933,-3.49050494139258,"Nonbiased",0.932055246804722,0.067944753195278,0.82536993230263,0.17463006769737
"124",82,"C1","+",6420011,6422112,"Bo1g018000.1",7,1215,"Bo1g018000",".",15.970369,11.052174,9.88648,"maker-A01-snap-gene-8.64-mRNA-1",813,86,"1","+",788036,790533,6,1140,"maker-A01-snap-gene-8.64",".",7.518485,14.521232,32.053959,"S5",41.940439,-1.60228552622166,"Nonbiased",0.764273330567665,0.235726669432335,0.843929824851872,0.156070175148128
"125",83,"C1","+",6438459,6440074,"Bo1g018010.1",4,684,"Bo1g018010",".",3.951543,2.734636,2.446208,"maker-A01-snap-gene-8.65-mRNA-1",1040,87,"1","+",794843,797104,4,1272,"maker-A01-snap-gene-8.65",".",3.222926,6.224771,13.740472,"S5",16.18668,-2.09670103636929,"Nonbiased",0.848875248043453,0.151124751956547,0.84529074190342,0.15470925809658
"126",84,"C1","-",6441707,6442627,"Bo1g018020.1",1,921,"Bo1g018020",".",2.675353,1.851458,1.656181,"augustus_masked-A01-processed-gene-8.6-mRNA-1",1390,88,"1","-",800131,801051,1,921,"augustus_masked-A01-processed-gene-8.6",".",12.18277,23.52985,51.939453,"S5",53.595634,-4.316917923541,"Bna Biased",0.969098583664483,0.0309014163355172,0.854115565082496,0.145884434917504
"127",86,"C1","+",6454426,6455302,"Bo1g018050.1",3,729,"Bo1g018050",".",30.588478,21.168524,18.935843,"maker-A01-augustus-gene-8.50-mRNA-1",863,90,"1","+",807479,809254,3,1625,"maker-A01-augustus-gene-8.50",".",15.710493,30.343307,66.979378,"S5",85.915221,-1.76973254960345,"Nonbiased",0.779598506765175,0.220401493234825,0.852452418746552,0.147547581253448
"128",88,"C1","+",6459810,6460939,"Bo1g018070.1",2,606,"Bo1g018070",".",3.648737,2.525081,2.258756,"maker-A01-augustus-gene-8.51-mRNA-1",781,92,"1","+",812874,814382,2,831,"maker-A01-augustus-gene-8.51",".",5.784743,11.172675,24.662403,"S5",26.921159,-2.97726303001876,"Nonbiased",0.916097371587902,0.0839026284120977,0.846236803049455,0.153763196950545
"129",90,"C1","-",6515987,6518688,"Bo1g019150.1",9,1491,"Bo1g019150",".",6.075788,4.204703,3.761225,"maker-A01-augustus-gene-8.57-mRNA-1",2260,94,"1","-",826537,829764,9,2158,"maker-A01-augustus-gene-8.57",".",7.768164,15.003463,33.118427,"S5",36.879652,-2.84114642131557,"Nonbiased",0.89801354416251,0.10198645583749,0.849296504393128,0.150703495606872
"130",91,"C1","-",6522441,6525299,"Bo1g019160.1",10,1929,"Bo1g019160",".",9.656298,6.682568,5.977746,"maker-A01-augustus-gene-8.58-mRNA-1",2830,95,"1","-",834833,838098,10,2376,"maker-A01-augustus-gene-8.58",".",6.027992,11.642487,25.699459,"S5",31.677205,-1.93597752205695,"Nonbiased",0.811291873762221,0.188708126237779,0.851033355333667,0.148966644666333
"131",92,"C1","-",6576458,6579152,"Bo1g019180.1",9,1518,"Bo1g019180",".",5.059482,3.501376,3.13208,"maker-A01-augustus-gene-8.59-mRNA-1",2210,96,"1","-",854719,858773,10,2278,"maker-A01-augustus-gene-8.59",".",5.922524,11.438787,25.249811,"S5",28.381891,-2.66736694415166,"Nonbiased",0.889645126182748,0.110354873817252,0.841569549541888,0.158430450458112
"132",93,"C1","-",6604822,6607988,"Bo1g019190.1",5,1863,"Bo1g019190",".",34.805687,24.087011,21.546513,"augustus_masked-A01-processed-gene-8.16-mRNA-1",2790,97,"1","-",866289,870633,8,2522,"augustus_masked-A01-processed-gene-8.16",".",33.819515,65.319145,144.18454,"S5",165.731053,-2.68691160446325,"Nonbiased",0.869991093340848,0.130008906659152,0.842322810681127,0.157677189318873
"133",94,"C1","-",6622164,6625677,"Bo1g019220.1",3,3351,"Bo1g019220",".",5.80752,4.01905,3.595154,"maker-A01-augustus-gene-8.63-mRNA-1",3750,98,"1","-",877754,881630,3,3519,"maker-A01-augustus-gene-8.63",".",7.881664,15.222676,33.602318,"S5",37.197472,-2.91268356955943,"Nonbiased",0.903349507192317,0.0966504928076833,0.853769374860603,0.146230625139397
"134",95,"C1","+",6633499,6637015,"Bo1g019230.1",8,2436,"Bo1g019230",".",1.919236,1.328193,1.188106,"snap_masked-A01-processed-gene-8.28-mRNA-1",2750,99,"1","+",884205,888350,8,3128,"snap_masked-A01-processed-gene-8.28",".",5.816339,11.2337,24.797108,"S5",25.985214,-3.55945480608114,"Bna Biased",0.954277613415075,0.0457223865849248,0.853264841455676,0.146735158544324
"135",100,"C1","+",6680656,6688880,"Bo1g019290.1",7,2661,"Bo1g019290",".",0.711161,0.492154,0.440245,"maker-A01-snap-gene-9.76-mRNA-1",1730,104,"1","+",911632,915005,5,2361,"maker-A01-snap-gene-9.76",".",2.720107,5.253625,11.596777,"S5",12.037022,-3.12866849985476,"Nonbiased",0.963425754310327,0.0365742456896731,0.850446592143465,0.149553407856536
"136",107,"C1","+",6862258,6863751,"Bo1g019480.1",7,945,"Bo1g019480",".",61.858196,42.808498,38.293407,"maker-A01-augustus-gene-10.58-mRNA-1",1320,111,"1","+",992150,994522,8,1710,"maker-A01-augustus-gene-10.58",".",9.181667,17.733509,39.144688,"S5",77.438095,-0.0309218365058611,"Nonbiased",0.505496525966968,0.494503474033032,0.841955949526405,0.158044050473595
"137",108,"C1","-",6863934,6864278,"Bo1g019490.1",1,345,"Bo1g019490",".",14.489855,10.027595,8.969966,"maker-A01-snap-gene-10.87-mRNA-1",492,112,"1","-",993368,994573,3,1022,"maker-A01-snap-gene-10.87",".",10.881068,21.015738,46.389835,"S5",55.359801,-2.24891714805753,"Nonbiased",0.837969684898253,0.162030315101747,0.843046219666657,0.156953780333342
"138",109,"C1","+",6865326,6867651,"Bo1g019500.1",7,1761,"Bo1g019500",".",2.799571,1.937422,1.733079,"maker-A01-augustus-gene-10.59-mRNA-1",1690,113,"1","+",995345,998008,7,2075,"maker-A01-augustus-gene-10.59",".",3.552496,6.861304,15.145545,"S5",16.878624,-2.56253707371975,"Nonbiased",0.897321073092214,0.102678926907786,0.844851202328703,0.155148797671297
"139",110,"C1","+",6870545,6871678,"Bo1g019510.1",1,1134,"Bo1g019510",".",10.004409,6.923476,6.193244,"maker-A01-snap-gene-10.77-mRNA-1",1640,114,"1","+",1000393,1001976,3,1329,"maker-A01-snap-gene-10.77",".",18.370861,35.481552,78.321472,"S5",84.514716,-3.46299700318011,"Nonbiased",0.926719933603043,0.0732800663969574,0.844194591626723,0.155805408373277
"140",111,"C1","-",6885755,6886831,"Bo1g019520.1",1,1077,"Bo1g019520",".",11.948004,8.268525,7.39643,"augustus_masked-A01-processed-gene-10.11-mRNA-1",1510,115,"1","-",1007100,1008170,1,1071,"augustus_masked-A01-processed-gene-10.11",".",26.853313,51.864594,114.485161,"S5",121.881591,-3.78178762537681,"Bna Biased",0.939314625454799,0.060685374545201,0.850482026451966,0.149517973548034
"141",112,"C1","-",6896468,6897341,"Bo1g019540.1",3,324,"Bo1g019540",".",4.558642,3.154773,2.822034,"maker-A01-augustus-gene-10.67-mRNA-1",495,116,"1","-",1014620,1016458,3,1305,"maker-A01-augustus-gene-10.67",".",8.699669,16.802574,37.08976,"S5",39.911794,-3.31699068025121,"Nonbiased",0.92929323096827,0.0707067690317303,0.85179064344148,0.14820935655852
"142",113,"C1","-",6898452,6898697,"Bo1g019560.1",1,246,"Bo1g019560",".",6.979675,4.830231,4.320778,"snap_masked-A01-processed-gene-10.39-mRNA-1",387,117,"1","-",1016752,1016997,1,246,"snap_masked-A01-processed-gene-10.39",".",8.105691,15.655364,34.557423,"S5",38.878201,-2.74044165361228,"Nonbiased",0.888863736261871,0.111136263738129,0.852113670562771,0.147886329437229
"143",115,"C1","-",6907818,6910863,"Bo1g019590.1",9,2388,"Bo1g019590",".",3.704121,2.563409,2.293041,"maker-A01-augustus-gene-10.69-mRNA-1",2200,119,"1","-",1027256,1031024,9,2782,"maker-A01-augustus-gene-10.69",".",11.368083,21.956362,48.466152,"S5",50.759193,-3.90894929636727,"Bna Biased",0.954825109217162,0.0451748907828381,0.849419380736015,0.150580619263985
"144",117,"C1","+",6953511,6957927,"Bo1g019620.1",23,2100,"Bo1g019620",".",2.223344,1.538648,1.376364,"maker-A01-augustus-gene-10.62-mRNA-1",3060,121,"1","+",1051205,1057141,23,3550,"maker-A01-augustus-gene-10.62",".",766.10144,1479.651245,3266.161133,"S5",3267.537497,-10.4250660552687,"Bna Biased",0.999578776371728,0.000421223628271648,0.848357568184988,0.151642431815012
"145",121,"C1","+",6990818,6993373,"Bo1g019660.1",12,1209,"Bo1g019660",".",11.171538,7.731178,6.915757,"maker-A01-augustus-gene-11.44-mRNA-1",1460,125,"1","+",1100279,1104867,10,3591,"maker-A01-augustus-gene-11.44",".",4.54305,8.774464,19.368628,"S5",26.284385,-1.36354957587459,"Nonbiased",0.736887243129333,0.263112756870667,0.84989503890651,0.15010496109349
"146",124,"C1","+",7021311,7024084,"Bo1g019690.1",5,1815,"Bo1g019690",".",4.45968,3.086288,2.760772,"maker-A01-augustus-gene-11.46-mRNA-1",2660,128,"1","+",1130702,1134282,5,2590,"maker-A01-augustus-gene-11.46",".",10.180629,19.662907,43.403618,"S5",46.16439,-3.56157648240722,"Bna Biased",0.940196935343454,0.0598030646565459,0.851950080772768,0.148049919227232
"147",125,"C1","+",7026360,7028172,"Bo1g019700.1",4,720,"Bo1g019700",".",22.2136,15.372753,13.751362,"augustus_masked-A01-processed-gene-11.4-mRNA-1",598,129,"1","+",1135447,1138257,5,1444,"augustus_masked-A01-processed-gene-11.4",".",5.807419,11.216472,24.759079,"S5",38.510441,-0.804232846385065,"Nonbiased",0.642918604853162,0.357081395146838,0.857815293009176,0.142184706990824
"148",127,"C1","-",7029604,7037390,"Bo1g019720.1",6,6801,"Bo1g019720",".",0.374651,0.259274,0.231928,"maker-A01-augustus-gene-11.54-mRNA-1",3770,130,"1","-",1138281,1147345,7,8112,"maker-A01-augustus-gene-11.54",".",2.343004,4.525287,9.989054,"S5",10.220982,-3.15707735093826,"Nonbiased",0.977308638250219,0.022691361749781,0.856223333864061,0.143776666135938
"149",130,"C1","+",7075462,7076999,"Bo1g019750.1",2,1419,"Bo1g019750",".",1.836504,1.270939,1.136891,"maker-A01-augustus-gene-11.49-mRNA-1",2060,134,"1","+",1171145,1173576,2,2314,"maker-A01-augustus-gene-11.49",".",12.163383,23.492405,51.856796,"S5",52.993687,-4.62850375133127,"Bna Biased",0.978546671040269,0.0214533289597306,0.849736566276554,0.150263433723446
