"","TO1000ID","TO1000Chr","TO1000Strand","TO1000Start","TO1000Stop","TO1000_tName","TO1000Exons","TO1000Length","TO1000GeneID","TO1000GeneName","TO1000Cov","TO1000FPKM","TO1000TPM","R500_tName","BlockSize","R500ID","R500Chr","R500Strand","R500Start","R500Stop","R500Exons","R500Length","R500GeneID","R500GeneName","R500Cov","R500FPKM","R500TPM","Generation","SumTPM","L2FC","Bias","R500TPMRatio","TO1000TPMRatio","R500RollMeanTPM","TO1000RollMeanTPM"
"96",25,"C1","-",5836905,5839800,"Bo1g017140.1",5,2526,"Bo1g017140",".",4.054545,2.598439,2.235839,"maker-A01-augustus-gene-3.58-mRNA-1",3560,29,"1","-",315651,321539,7,4777,"maker-A01-augustus-gene-3.58",".",11.423607,17.975559,39.871441,"S5",42.10728,-3.65888137619501,"Bna Biased",0.946901367174512,0.0530986328254877,0.824816940100249,0.175183059899751
"97",26,"C1","+",5848621,5849420,"Bo1g017150.1",3,432,"Bo1g017150",".",2659.365479,1704.309326,1466.481201,"maker-A01-augustus-gene-3.52-mRNA-1",637,30,"1","+",333263,334328,3,695,"maker-A01-augustus-gene-3.52",".",2514.008057,3955.905029,8774.55957,"S5",10241.040771,-2.58014909924098,"Nonbiased",0.856803499391126,0.143196500608874,0.819113071410144,0.180886928589856
"98",27,"C1","-",5849819,5850888,"Bo1g017160.1",5,528,"Bo1g017160",".",191.401505,122.66362,105.546501,"maker-A01-augustus-gene-3.59-mRNA-1",749,31,"1","-",333286,335900,6,1752,"maker-A01-augustus-gene-3.59",".",335.601196,528.083618,1171.337769,"S5",1276.88427,-3.45983317211374,"Nonbiased",0.91734058952735,0.08265941047265,0.818030291852957,0.181969708147043
"99",30,"C1","-",5901607,5910755,"Bo1g017260.1",39,4518,"Bo1g017260",".",5.040157,3.230089,2.779346,"maker-A01-augustus-gene-3.62-mRNA-1",4570,34,"1","-",358383,367651,35,4857,"maker-A01-augustus-gene-3.62",".",3.576279,5.627436,12.482169,"S5",15.261515,-1.83484410593422,"Nonbiased",0.817885314793453,0.182114685206547,0.811006948504371,0.188993051495629
"100",31,"C1","-",5912137,5914847,"Bo1g017270.1",13,1209,"Bo1g017270",".",29.894958,19.158804,16.485283,"maker-A01-augustus-gene-3.63-mRNA-1",1770,35,"1","-",369156,372193,13,1566,"maker-A01-augustus-gene-3.63",".",2.292411,3.607212,8.001127,"S5",24.48641,0.957963593577406,"Nonbiased",0.326757862830852,0.673242137169148,0.809485162636487,0.190514837363513
"101",32,"C1","-",5918951,5919410,"Bo1g017280.1",2,345,"Bo1g017280",".",17.831884,11.427933,9.833219,"maker-A01-augustus-gene-3.64-mRNA-1",457,36,"1","-",375652,376373,2,606,"maker-A01-augustus-gene-3.64",".",0.948252,1.492117,3.309653,"S5",13.142872,1.32981837362078,"Nonbiased",0.251821139245669,0.748178860754331,0.808578377937064,0.191421622062936
"102",35,"C1","-",5955533,5959095,"Bo1g017310.1",10,2415,"Bo1g017310",".",45.50885,29.165287,25.095413,"maker-A01-augustus-gene-4.55-mRNA-1",1480,39,"1","-",392572,395160,8,2001,"maker-A01-augustus-gene-4.55",".",7.484807,11.777681,26.123978,"S5",51.219391,-0.0557725445025289,"Nonbiased",0.51004077732982,0.48995922267018,0.804210567967183,0.195789432032817
"103",37,"C1","+",5969146,5972207,"Bo1g017330.1",3,2091,"Bo1g017330",".",2.366229,1.516447,1.304834,"maker-A01-augustus-gene-4.50-mRNA-1",2850,41,"1","+",405399,408945,3,2896,"maker-A01-augustus-gene-4.50",".",4.924827,7.749437,17.188963,"S5",18.493797,-2.98032854059749,"Nonbiased",0.929444775456333,0.0705552245436673,0.803413889687293,0.196586110312707
"104",38,"C1","-",5975483,5977907,"Bo1g017340.1",4,2214,"Bo1g017340",".",9.22719,5.913436,5.088244,"maker-A01-augustus-gene-4.58-mRNA-1",3160,42,"1","-",411261,415276,5,3541,"maker-A01-augustus-gene-4.58",".",18.226765,28.680634,63.61628,"S5",68.704524,-3.40779961178608,"Nonbiased",0.925940189906563,0.0740598100934372,0.801857524996408,0.198142475003592
"105",40,"C1","-",5987907,5990779,"Bo1g017370.1",14,1458,"Bo1g017370",".",9.883402,6.333983,5.450106,"snap_masked-A01-processed-gene-4.40-mRNA-1",1900,44,"1","-",422678,426007,14,2023,"snap_masked-A01-processed-gene-4.40",".",7.907857,12.443369,27.600534,"S5",33.05064,-2.14864730892489,"Nonbiased",0.835098321847928,0.164901678152072,0.798602134603571,0.201397865396429
"106",44,"C1","-",6032269,6033840,"Bo1g017410.1",3,912,"Bo1g017410",".",2.255324,1.445371,1.243677,"maker-A01-augustus-gene-4.61-mRNA-1",1290,48,"1","-",461988,465823,3,2429,"maker-A01-augustus-gene-4.61",".",3.138802,4.939046,10.955257,"S5",12.198934,-2.41370823827475,"Nonbiased",0.89805035423587,0.10194964576413,0.795470553882584,0.204529446117416
"107",47,"C1","-",6044990,6046635,"Bo1g017440.1",3,1068,"Bo1g017440",".",5.20131,3.333367,2.868212,"maker-A01-augustus-gene-4.63-mRNA-1",1530,50,"1","-",476327,479165,3,2248,"maker-A01-augustus-gene-4.63",".",8.753551,13.774105,30.552233,"S5",33.420445,-3.02800334058427,"Nonbiased",0.914177923124602,0.0858220768753977,0.792506846856517,0.207493153143483
"108",49,"C1","-",6067390,6069326,"Bo1g017500.1",8,1326,"Bo1g017500",".",5.205882,3.336297,2.870733,"snap_masked-A01-processed-gene-5.18-mRNA-1",1190,53,"1","-",489381,493204,9,2588,"snap_masked-A01-processed-gene-5.18",".",9.242622,14.543682,32.25922,"S5",35.129953,-3.10307563448109,"Nonbiased",0.918282469663424,0.0817175303365763,0.78925272394943,0.21074727605057
"109",55,"C1","-",6108659,6110498,"Bo1g017600.1",9,699,"Bo1g017600",".",85.540764,54.820568,47.17062,"maker-A01-augustus-gene-5.41-mRNA-1",1050,59,"1","-",578064,580000,9,1187,"maker-A01-augustus-gene-5.41",".",14.485257,22.793203,50.557419,"S5",97.728039,-0.0980265503462359,"Nonbiased",0.517327672972134,0.482672327027866,0.78788736831832,0.21211263168168
"110",56,"C1","+",6110856,6112758,"Bo1g017610.1",7,1239,"Bo1g017610",".",95.530266,61.222546,52.679234,"maker-A01-augustus-gene-5.35-mRNA-1",1490,60,"1","+",580298,582387,7,1467,"maker-A01-augustus-gene-5.35",".",8.197281,12.89879,28.610701,"S5",81.289935,0.858245439398336,"Nonbiased",0.351958714199981,0.648041285800019,0.779772845839014,0.220227154160986
"111",57,"C1","-",6113161,6114675,"Bo1g017620.1",8,609,"Bo1g017620",".",44.617405,28.593987,24.603834,"maker-A01-augustus-gene-5.42-mRNA-1",903,61,"1","-",580863,584478,8,2920,"maker-A01-augustus-gene-5.42",".",30.781673,48.436348,107.436272,"S5",132.040106,-2.08241565452026,"Nonbiased",0.813663933290087,0.186336066709913,0.777101410197932,0.222898589802068
"112",60,"C1","-",6128532,6131046,"Bo1g017650.1",8,1488,"Bo1g017650",".",15.122313,9.691446,8.339052,"maker-A01-augustus-gene-6.55-mRNA-1",2200,64,"1","-",601646,605202,8,2478,"maker-A01-augustus-gene-6.55",".",10.719175,16.867105,37.412785,"S5",45.751837,-2.04023855018269,"Nonbiased",0.817732957913799,0.182267042086201,0.780900048279344,0.219099951720656
"113",64,"C1","+",6184929,6188022,"Bo1g017720.1",9,1524,"Bo1g017720",".",18.765339,12.026155,10.347963,"maker-A01-augustus-gene-6.52-mRNA-1",960,68,"1","+",639933,641422,4,1243,"maker-A01-augustus-gene-6.52",".",15.044374,23.673,52.508884,"S5",62.856847,-2.23734508807104,"Nonbiased",0.835372541037574,0.164627458962426,0.781598448086915,0.218401551913085
"114",65,"C1","-",6200015,6200737,"Bo1g017730.1",2,540,"Bo1g017730",".",5.466667,3.503427,3.01454,"maker-A01-augustus-gene-6.58-mRNA-1",813,69,"1","-",642794,644172,3,940,"maker-A01-augustus-gene-6.58",".",3.461271,5.446466,12.080761,"S5",15.095301,-1.70413988171553,"Nonbiased",0.800299444178026,0.199700555821974,0.780280131606477,0.219719868393523
"115",69,"C1","-",6260664,6262220,"Bo1g017790.1",4,918,"Bo1g017790",".",3.270153,2.095745,1.803294,"maker-A01-augustus-gene-6.60-mRNA-1",1380,73,"1","-",685611,687485,4,1243,"maker-A01-augustus-gene-6.60",".",7.037798,11.074292,24.563795,"S5",26.367089,-3.18890706094799,"Nonbiased",0.931608149841645,0.0683918501583546,0.77562541251209,0.22437458748791
"116",70,"C1","+",6263269,6264626,"Bo1g017800.1",7,855,"Bo1g017800",".",18.290058,11.721561,10.085875,"maker-A01-augustus-gene-7.49-mRNA-1",1150,74,"1","+",688145,689964,7,1320,"maker-A01-augustus-gene-7.49",".",3.489833,5.49141,12.180449,"S5",22.266324,-0.249676871902837,"Nonbiased",0.547034571130825,0.452965428869175,0.776778838243301,0.223221161756699
"117",71,"C1","-",6265162,6266597,"Bo1g017810.1",2,1311,"Bo1g017810",".",3.752098,2.40461,2.069058,"maker-A01-augustus-gene-7.57-mRNA-1",1920,75,"1","-",689572,691898,2,2198,"maker-A01-augustus-gene-7.57",".",2.542397,4.000576,8.873645,"S5",10.942703,-1.68578686436467,"Nonbiased",0.810918929262724,0.189081070737276,0.778827350985739,0.221172649014261
"118",72,"C1","-",6271121,6273028,"Bo1g017820.1",1,1908,"Bo1g017820",".",0.416143,0.266694,0.229478,"snap_masked-A01-processed-gene-7.21-mRNA-1",841,76,"1","-",694488,696584,5,1491,"snap_masked-A01-processed-gene-7.21",".",5.638056,8.871735,19.678322,"S5",19.9078,-4.07200129387727,"Bna Biased",0.988472960347201,0.0115270396527994,0.790228685691529,0.209771314308471
"119",75,"C1","+",6324290,6325508,"Bo1g017890.1",3,966,"Bo1g017890",".",3.598344,2.306073,1.984272,"maker-A01-augustus-gene-7.52-mRNA-1",1340,79,"1","+",712854,714498,3,1399,"maker-A01-augustus-gene-7.52",".",12.587726,19.807354,43.934528,"S5",45.9188,-3.9123735074572,"Bna Biased",0.956787372492313,0.0432126275076875,0.808800528044111,0.191199471955889
"120",77,"C1","+",6351950,6352558,"Bo1g017920.1",1,609,"Bo1g017920",".",6.899836,4.421903,3.804847,"maker-A01-snap-gene-7.64-mRNA-1",934,81,"1","+",740365,742870,2,684,"maker-A01-snap-gene-7.64",".",11.389308,17.921589,39.751728,"S5",43.556575,-3.08429883806911,"Nonbiased",0.912645863454599,0.087354136545401,0.808471488306481,0.191528511693519
"121",78,"C1","+",6359952,6361920,"Bo1g017930.1",8,1008,"Bo1g017930",".",31.636906,20.275166,17.445864,"maker-A01-augustus-gene-7.54-mRNA-1",1500,82,"1","+",745676,748614,10,1951,"maker-A01-augustus-gene-7.54",".",25.926785,40.796963,90.491409,"S5",107.937273,-2.31033891525786,"Nonbiased",0.838370346821714,0.161629653178286,0.808773849507398,0.191226150492602
"122",80,"C1","+",6403176,6403751,"Bo1g017970.1",1,576,"Bo1g017970",".",29.80382,19.100393,16.435026,"augustus_masked-A01-processed-gene-7.8-mRNA-1",821,84,"1","+",764781,765341,1,561,"augustus_masked-A01-processed-gene-7.8",".",11.802139,18.571198,41.192619,"S5",57.627645,-1.27500212644209,"Nonbiased",0.714806565494738,0.285193434505262,0.810748827602363,0.189251172397637
"123",81,"C1","-",6411420,6413180,"Bo1g017990.1",1,1761,"Bo1g017990",".",4.13515,2.650096,2.280288,"snap_masked-A01-processed-gene-7.47-mRNA-1",2620,85,"1","-",781174,783787,3,1917,"snap_masked-A01-processed-gene-7.47",".",11.414274,17.960875,39.838867,"S5",42.119155,-3.63804845176698,"Bna Biased",0.945861022140639,0.0541389778593611,0.808760603499308,0.191239396500692
"124",82,"C1","+",6420011,6422112,"Bo1g018000.1",7,1215,"Bo1g018000",".",25.836212,16.557671,14.247128,"maker-A01-snap-gene-8.64-mRNA-1",813,86,"1","+",788036,790533,6,1140,"maker-A01-snap-gene-8.64",".",7.542018,11.867704,26.323658,"S5",40.570786,-0.841613122341964,"Nonbiased",0.648832832570707,0.351167167429293,0.807490974578317,0.192509025421683
"125",83,"C1","+",6438459,6440074,"Bo1g018010.1",4,684,"Bo1g018010",".",4.592105,2.942945,2.532272,"maker-A01-snap-gene-8.65-mRNA-1",1040,87,"1","+",794843,797104,4,1272,"maker-A01-snap-gene-8.65",".",8.809639,13.862364,30.747995,"S5",33.280267,-3.16799713734011,"Nonbiased",0.923910706605809,0.0760892933941906,0.820880283792304,0.179119716207696
"126",84,"C1","-",6441707,6442627,"Bo1g018020.1",1,921,"Bo1g018020",".",4.96417,3.181391,2.737443,"augustus_masked-A01-processed-gene-8.6-mRNA-1",1390,88,"1","-",800131,801051,1,921,"augustus_masked-A01-processed-gene-8.6",".",16.514343,25.986061,57.639469,"S5",60.376912,-3.9717485574949,"Bna Biased",0.954660765028857,0.0453392349711426,0.835843861007391,0.164156138992609
"127",86,"C1","+",6454426,6455302,"Bo1g018050.1",3,729,"Bo1g018050",".",43.810703,28.076994,24.158987,"maker-A01-augustus-gene-8.50-mRNA-1",863,90,"1","+",807479,809254,3,1625,"maker-A01-augustus-gene-8.50",".",24.772858,38.981205,86.463898,"S5",110.622885,-1.7976138115866,"Nonbiased",0.78160950150595,0.21839049849405,0.833833439552306,0.166166560447694
"128",88,"C1","+",6459810,6460939,"Bo1g018070.1",2,606,"Bo1g018070",".",3.590817,2.301249,1.980121,"maker-A01-augustus-gene-8.51-mRNA-1",781,92,"1","+",812874,814382,2,831,"maker-A01-augustus-gene-8.51",".",13.674971,21.518183,47.729305,"S5",49.709426,-4.03134683245064,"Bna Biased",0.960166086005499,0.0398339139945008,0.834188194784728,0.165811805215272
"129",90,"C1","-",6515987,6518688,"Bo1g019150.1",9,1491,"Bo1g019150",".",7.130032,4.569428,3.931787,"maker-A01-augustus-gene-8.57-mRNA-1",2260,94,"1","-",826537,829764,9,2158,"maker-A01-augustus-gene-8.57",".",13.349545,21.006109,46.593479,"S5",50.525266,-3.27058151949974,"Nonbiased",0.922181765455723,0.0778182345442773,0.835269697580644,0.164730302419356
"130",91,"C1","-",6522441,6525299,"Bo1g019160.1",10,1929,"Bo1g019160",".",3.823125,2.450129,2.108225,"maker-A01-augustus-gene-8.58-mRNA-1",2830,95,"1","-",834833,838098,10,2376,"maker-A01-augustus-gene-8.58",".",3.106921,4.88888,10.843985,"S5",12.95221,-1.92999172121905,"Nonbiased",0.837230480358178,0.162769519641822,0.835732212745404,0.164267787254596
"131",92,"C1","-",6576458,6579152,"Bo1g019180.1",9,1518,"Bo1g019180",".",7.237931,4.638578,3.991287,"maker-A01-augustus-gene-8.59-mRNA-1",2210,96,"1","-",854719,858773,10,2278,"maker-A01-augustus-gene-8.59",".",6.159778,9.692688,21.499271,"S5",25.490558,-2.17239449077545,"Nonbiased",0.843420963950652,0.156579036049348,0.832601456557365,0.167398543442635
"132",93,"C1","-",6604822,6607988,"Bo1g019190.1",5,1863,"Bo1g019190",".",31.724102,20.331047,17.493948,"augustus_masked-A01-processed-gene-8.16-mRNA-1",2790,97,"1","-",866289,870633,8,2522,"augustus_masked-A01-processed-gene-8.16",".",28.811707,45.336517,100.560555,"S5",118.054503,-2.45721504164061,"Nonbiased",0.851814648696628,0.148185351303372,0.821582845239773,0.178417154760227
"133",94,"C1","-",6622164,6625677,"Bo1g019220.1",3,3351,"Bo1g019220",".",7.744554,4.963258,4.270659,"maker-A01-augustus-gene-8.63-mRNA-1",3750,98,"1","-",877754,881630,3,3519,"maker-A01-augustus-gene-8.63",".",6.296659,9.908076,21.977022,"S5",26.247681,-2.12413656463423,"Nonbiased",0.837293854645673,0.162706145354327,0.822673051336429,0.177326948663571
"134",95,"C1","+",6633499,6637015,"Bo1g019230.1",8,2436,"Bo1g019230",".",2.007159,1.286329,1.106828,"snap_masked-A01-processed-gene-8.28-mRNA-1",2750,99,"1","+",884205,888350,8,3128,"snap_masked-A01-processed-gene-8.28",".",4.328095,6.810452,15.106208,"S5",16.213036,-2.93447242655128,"Nonbiased",0.931732218444467,0.0682677815555335,0.830095308637151,0.169904691362849
"135",107,"C1","+",6862258,6863751,"Bo1g019480.1",7,945,"Bo1g019480",".",71.38942,45.751389,39.367001,"maker-A01-augustus-gene-10.58-mRNA-1",1320,111,"1","+",992150,994522,8,1710,"maker-A01-augustus-gene-10.58",".",8.267246,13.008883,28.854898,"S5",68.221899,0.43520876842376,"Nonbiased",0.422956534821759,0.577043465178241,0.841544383126033,0.158455616873967
"136",108,"C1","-",6863934,6864278,"Bo1g019490.1",1,345,"Bo1g019490",".",21.043478,13.486149,11.604221,"maker-A01-snap-gene-10.87-mRNA-1",492,112,"1","-",993368,994573,3,1022,"maker-A01-snap-gene-10.87",".",16.310785,25.665754,56.929001,"S5",68.533222,-2.20037882996145,"Nonbiased",0.830677434077155,0.169322565922845,0.845023628615815,0.154976371384185
"137",110,"C1","+",6870545,6871678,"Bo1g019510.1",1,1134,"Bo1g019510",".",12.333544,7.904206,6.801213,"maker-A01-snap-gene-10.77-mRNA-1",1640,114,"1","+",1000393,1001976,3,1329,"maker-A01-snap-gene-10.77",".",11.059107,17.402002,38.599239,"S5",45.400452,-2.34370233630111,"Nonbiased",0.850195037705792,0.149804962294208,0.847123062265647,0.152876937734353
"138",111,"C1","-",6885755,6886831,"Bo1g019520.1",1,1077,"Bo1g019520",".",13.207985,8.46461,7.283415,"augustus_masked-A01-processed-gene-10.11-mRNA-1",1510,115,"1","-",1007100,1008170,1,1071,"augustus_masked-A01-processed-gene-10.11",".",28.207283,44.385429,98.450958,"S5",105.734373,-3.58568769369636,"Bna Biased",0.931115920080218,0.0688840799197816,0.84997711016096,0.15002288983904
"139",112,"C1","-",6896468,6897341,"Bo1g019540.1",3,324,"Bo1g019540",".",8.169754,5.235756,4.505131,"maker-A01-augustus-gene-10.67-mRNA-1",495,116,"1","-",1014620,1016458,3,1305,"maker-A01-augustus-gene-10.67",".",6.547561,10.302882,22.852737,"S5",27.357868,-2.11530601918534,"Nonbiased",0.835325947182726,0.164674052817274,0.850988271255154,0.149011728744846
"140",113,"C1","-",6898452,6898697,"Bo1g019560.1",1,246,"Bo1g019560",".",111.28862,71.321617,61.369026,"snap_masked-A01-processed-gene-10.39-mRNA-1",387,117,"1","-",1016752,1016997,1,246,"snap_masked-A01-processed-gene-10.39",".",45.612583,71.773453,159.200104,"S5",220.56913,-1.36097345029476,"Nonbiased",0.721769651083993,0.278230348916007,0.850922238011563,0.149077761988438
"141",115,"C1","-",6907818,6910863,"Bo1g019590.1",9,2388,"Bo1g019590",".",2.994271,1.918941,1.651162,"maker-A01-augustus-gene-10.69-mRNA-1",2200,119,"1","-",1027256,1031024,9,2782,"maker-A01-augustus-gene-10.69",".",7.92178,12.465278,27.64913,"S5",29.300292,-3.43379459443162,"Nonbiased",0.943646909730456,0.0563530902695441,0.858454197519205,0.141545802480795
"142",117,"C1","+",6953511,6957927,"Bo1g019620.1",23,2100,"Bo1g019620",".",3.38863,2.171674,1.868627,"maker-A01-augustus-gene-10.62-mRNA-1",3060,121,"1","+",1051205,1057141,23,3550,"maker-A01-augustus-gene-10.62",".",754.44458,1187.152588,2633.213379,"S5",2635.082006,-9.84279610704244,"Bna Biased",0.999290865712815,0.000709134287185444,0.861049770090185,0.138950229909815
"143",121,"C1","+",6990818,6993373,"Bo1g019660.1",12,1209,"Bo1g019660",".",11.831952,7.582751,6.524615,"maker-A01-augustus-gene-11.44-mRNA-1",1460,125,"1","+",1100279,1104867,10,3591,"maker-A01-augustus-gene-11.44",".",12.15929,19.13319,42.439171,"S5",48.963786,-2.5293068979927,"Nonbiased",0.866746109052923,0.133253890947077,0.85936874319465,0.14063125680535
"144",124,"C1","+",7021311,7024084,"Bo1g019690.1",5,1815,"Bo1g019690",".",4.94821,3.171163,2.728642,"maker-A01-augustus-gene-11.46-mRNA-1",2660,128,"1","+",1130702,1134282,5,2590,"maker-A01-augustus-gene-11.46",".",10.166389,15.997272,35.483414,"S5",38.212056,-3.29051854789888,"Nonbiased",0.928592117629054,0.0714078823709459,0.858188515996447,0.141811484003553
"145",125,"C1","+",7026360,7028172,"Bo1g019700.1",4,720,"Bo1g019700",".",16.974495,10.878456,9.360419,"augustus_masked-A01-processed-gene-11.4-mRNA-1",598,129,"1","+",1135447,1138257,5,1444,"augustus_masked-A01-processed-gene-11.4",".",8.927855,14.048381,31.160601,"S5",40.52102,-1.63421201685201,"Nonbiased",0.768998435873529,0.231001564126471,0.845122390255798,0.154877609744202
"146",130,"C1","+",7075462,7076999,"Bo1g019750.1",2,1419,"Bo1g019750",".",3.517266,2.254113,1.939562,"maker-A01-augustus-gene-11.49-mRNA-1",2060,134,"1","+",1171145,1173576,2,2314,"maker-A01-augustus-gene-11.49",".",14.075613,22.148611,49.127651,"S5",51.067213,-4.09193351844456,"Bna Biased",0.962019427220358,0.0379805727796424,0.830980392289952,0.169019607710048
"147",134,"C1","-",7103144,7105534,"Bo1g019820.1",1,2391,"Bo1g019820",".",2.43831,1.562641,1.344582,"maker-A01-snap-gene-12.69-mRNA-1",2670,138,"1","+",1193237,1196106,2,2819,"maker-A01-snap-gene-12.69",".",8.281993,13.032088,28.906368,"S5",30.25095,-3.67305006974403,"Bna Biased",0.955552404139374,0.0444475958606259,0.823529467056251,0.176470532943749
"148",136,"C1","+",7131627,7133968,"Bo1g019860.1",8,1146,"Bo1g019860",".",11.395288,7.302906,6.283821,"maker-A01-augustus-gene-12.56-mRNA-1",1700,140,"1","+",1208087,1211144,8,1879,"maker-A01-augustus-gene-12.56",".",8.087998,12.72683,28.229277,"S5",34.513098,-2.00464677022788,"Nonbiased",0.817929384374593,0.182070615625407,0.819838797416367,0.180161202583633
"149",137,"C1","+",7134877,7135814,"Bo1g019870.1",5,549,"Bo1g019870",".",219.943542,140.955368,121.285721,"snap_masked-A01-processed-gene-12.28-mRNA-1",813,141,"1","+",1211412,1212972,4,1242,"snap_masked-A01-processed-gene-12.28",".",106.741516,167.96257,372.556427,"S5",493.842148,-1.61107022980622,"Nonbiased",0.754403868743905,0.245596131256095,0.822179587088274,0.177820412911726
"150",138,"C1","+",7137283,7139895,"Bo1g019890.1",1,2613,"Bo1g019890",".",0.45886,0.29407,0.253034,"maker-A01-augustus-gene-12.63-mRNA-1",3730,142,"1","-",1211986,1218571,4,6297,"maker-A01-augustus-gene-12.63",".",19.123487,30.091667,66.746086,"S5",66.99912,-5.75664013121685,"Bna Biased",0.996223323530219,0.0037766764697805,0.821339990399142,0.178660009600858
"151",141,"C1","-",7178714,7179853,"Bo1g019950.1",1,1140,"Bo1g019950",".",0,0,0,"maker-A01-snap-gene-12.86-mRNA-1",1690,145,"1","-",1229901,1239795,4,3374,"maker-A01-snap-gene-12.86",".",13.073113,20.571133,45.628658,"S5",45.628658,-5.54314500355711,"Bna Biased",1,0,0.819094414687205,0.180905585312795
